label,text,posneg,
mostly-true,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,TRUE,
barely-true,"ISIS lures women with kittens, nutella.",TRUE,
barely-true,"In the past six years alone, changes to the pension formula have saved over half a billion dollars.",TRUE,
half-true,"Texas added 6,600 miles of highway from 2001-2012, more than any other state.",TRUE,
barely-true,"Premeditation, in murder cases like the Oscar Pistorius case, can be formed in the twinkling of an eye.",TRUE,
FALSE,Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,FALSE,
barely-true,Every major newspaper in Texas calls David Dewhurst a moderate.,TRUE,
TRUE,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,TRUE,
mostly-true,"Last year, Korea sold nearly half a million cars in our country. ... The United States, you know how much we sell to them? Six thousand. What kind of deal is that?",TRUE,
barely-true,A married couple that use the same last name is rarer and rarer in our country.,TRUE,
FALSE,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",FALSE,
mostly-true,The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,TRUE,
half-true,"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.",TRUE,
FALSE,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",FALSE,
half-true,"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""",TRUE,
TRUE,It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,TRUE,
FALSE,Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,FALSE,
barely-true,Says Mitt Romney runs away from Ronald Reagan.,TRUE,
mostly-true,We have the lowest percentage of Americans actually holding a job in 40 years.,TRUE,
barely-true,Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,TRUE,
half-true,Undocumented immigrantspay $12 billion a year into Social Security.,TRUE,
half-true,"Says Miami-Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than $260,000.",TRUE,
TRUE,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.",TRUE,
pants-fire,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,FALSE,
half-true,"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.",TRUE,
FALSE,"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",FALSE,
TRUE,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",TRUE,
pants-fire,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,FALSE,
mostly-true,"Wealthy taxpayers, not middle-income earners, get most of the deductions in the tax code.",TRUE,
mostly-true,Saysthere are actually more people in poverty now than there were when we started the War on Poverty.,TRUE,
barely-true,Georgia has elected more African-American leaders than any other state in the country.,TRUE,
pants-fire,There are over 200 documented cases where (Obama) has lied.,FALSE,
FALSE,Says Barack Obama never worked in the private sector before he was elected president.,FALSE,
FALSE,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",FALSE,
FALSE,"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.",FALSE,
half-true,"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.",TRUE,
TRUE,"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.",TRUE,
TRUE,House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,TRUE,
half-true,Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,TRUE,
mostly-true,"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.",TRUE,
FALSE,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,FALSE,
FALSE,"While others place their hands over their hearts, Obama turns his back to the flag and slouches.",FALSE,
FALSE,"Steve Poizner ""increased his department's budget nearly 14 percent.""",FALSE,
mostly-true,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""",TRUE,
TRUE,"Ken Buck wants to outlaw abortion, even in cases of rape or incest.",TRUE,
FALSE,"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.",FALSE,
half-true,"Republicans control the U.S. Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people.",TRUE,
mostly-true,Forty percent of union members voted Republican in 2008.,TRUE,
TRUE,Says Scott Walker enacted the biggest cuts to education in our states history.,TRUE,
half-true,"Under the presidents plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.",TRUE,
barely-true,Says Gov. Rick Scott cut nearly $1 million from mosquito control and closed down the states mosquito research lab a few years ago.,TRUE,
pants-fire,Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,FALSE,
mostly-true,"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",TRUE,
FALSE,"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.",FALSE,
pants-fire,Says the new health care law delivers a $13 billion tax increase on families with special needs.,FALSE,
mostly-true,"Says Every year air pollution protections are delayed, another 34,000 people will die prematurely.",TRUE,
mostly-true,The Tampa Bay Rays prices have been judged the most affordable in all of professional sports.,TRUE,
TRUE,The property appraisers budget is $1 million less today than when I took office 16 years ago.,TRUE,
TRUE,"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",TRUE,
FALSE,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,FALSE,
half-true,"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread of the virus.",TRUE,
half-true,Republicans fought to protect tax loopholes for corporations that send our jobs overseas.,TRUE,
FALSE,We were told there would never be a case of Ebola in the United States.,FALSE,
barely-true,"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",TRUE,
TRUE,Two days of interest we pay to China is enough to buy one joint strike fighter [jet].,TRUE,
half-true,"Says the average Ohio student graduates from a four-year college or university with nearly $27,000 in tuition debt.",TRUE,
barely-true,"A new federal program provides subsidized ""Obama phones"" with 70 free minutes of cell phone service every month.",TRUE,
FALSE,Our larger domestic threat is from racial supremacist groups.,FALSE,
half-true,"The U.S. had the opportunity with Israel coming and talking to us about improving our security screening procedures, and we turned them down.",TRUE,
mostly-true,"If youre a terrorist you cant fly, but an assault weapon you can buy.",TRUE,
half-true,Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,TRUE,
half-true,"In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.",TRUE,
mostly-true,Weve got to find 2 billion gallons (of water per day) between now and 2025.,TRUE,
FALSE,Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,FALSE,
FALSE,On support for the Export-Import Bank,FALSE,
FALSE,Says he didnt have an involvement withnutritional supplement company Mannatech.,FALSE,
half-true,The stimulus program cut taxes for 95 percent of the American people.,TRUE,
pants-fire,Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.,FALSE,
mostly-true,"New Mexico moved ""up to"" sixth in the nation in job growth.",TRUE,
FALSE,We worked together to enact ... the largest tax cut in Florida history.,FALSE,
FALSE,Bill Nelson actually voted in favor of higher taxes 272 times.,FALSE,
half-true,Says he opposed $716 billion cut to Medicare.,TRUE,
TRUE,We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,TRUE,
FALSE,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,FALSE,
pants-fire,The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,FALSE,
mostly-true,"U.S. taxpayers paid $71,500 per job created by the stimulus bill.",TRUE,
mostly-true,David Perdue did not support the 2014 farm bill that U.S. Sens. Isakson and Chambliss did.,TRUE,
mostly-true,South Carolina has the fastest-growing economy in the Southeast.,TRUE,
TRUE,"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",TRUE,
pants-fire,"Obama ""suggested bombing Pakistan.""",FALSE,
half-true,Says President Obama helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill.,TRUE,
half-true,"In our proposal, we would have expanded school aid across the board Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.",TRUE,
TRUE,"From 2008 to 2011, the pages in the conforming bills have gone from 400 pages to 2,200.",TRUE,
FALSE,Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,FALSE,
FALSE,The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,FALSE,
FALSE,"As a Member of Congress, Chris Murphy was raking in $1 million in salary.",FALSE,
mostly-true,"He admits he still doesn't know how to use a computer, can't send an e-mail.",TRUE,
half-true,"If todays economy was rebounding at the rate of the Reagan recovery, it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.",TRUE,
barely-true,Social Security doesnt contribute a penny to the deficit.,TRUE,
barely-true,"Says state Sens. Greg Evers, Nancy Detert and Charles Dean got a failing grade from conservatives.",TRUE,
half-true,"When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent.",TRUE,
mostly-true,The average faculty member at UW-Madison brings in close to a quarter million dollars a year in grant money.,TRUE,
FALSE,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",FALSE,
FALSE,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",FALSE,
mostly-true,"We have only one person on the (TVA) board, to my knowledge, who even has any corporate board experience.",TRUE,
half-true,"John Oxendine is under a state ethics investigation because he illegally funneled more than $120,000 to his campaign from shady insurance political action committees in Alabama.",TRUE,
FALSE,Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,FALSE,
mostly-true,Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools.,TRUE,
mostly-true,"Repeal of Obamacare would take away health care for 10.3 million Americans who have received coverage since Oct. 1, 2013.",TRUE,
half-true,"Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.",TRUE,
FALSE,"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.",FALSE,
pants-fire,Ninety-four percent of small businesses will face higher taxes under the Democrats plan.,FALSE,
half-true,"Says Obama has never submitted a budget, and Congress has worked for two years without passing one.",TRUE,
pants-fire,"In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.",FALSE,
mostly-true,"Every taxpayer owes about $130,000 to pay off the national debt.",TRUE,
mostly-true,Rick Perry has become a millionaire on the public payroll.,TRUE,
barely-true,Says Mark Begich has taken campaign cash from the Kochs while Dan Sullivan hasnt.,TRUE,
mostly-true,"I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.",TRUE,
pants-fire,Says under the new health care law the patient-doctor relationship will be eliminated.,FALSE,
TRUE,"You can go to Georgia and make about $6,000 more a year as a teacher.",TRUE,
FALSE,"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",FALSE,
FALSE,"For the first time since 1990, American manufacturers are creating new jobs.",FALSE,
FALSE,"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts",FALSE,
mostly-true,"The average bonus [on Wall Street] is about $100,000...The bonuses on Wall Street are down 44 percent.",TRUE,
TRUE,Says he has never voted for raising taxes.,TRUE,
TRUE,Says Bill Clinton and George Bush both say build the Keystone XL.,TRUE,
half-true,"Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.",TRUE,
FALSE,The Affordable Care Act is not the law of the land.,FALSE,
mostly-true,"Says that Republicans bragged about how every bill was going to be paid for, right from the beginning and that the first vote, the repeal of health care reform, violated that rule.",TRUE,
mostly-true,Says Obama doubled funding for the Pell Grant.,TRUE,
half-true,Thousands (in China) owe their jobs to Mitt Romneys companies.,TRUE,
mostly-true,Says Mitt Romney refused to say whether hed sign the Lilly Ledbetter bill.,TRUE,
pants-fire,Chris Coons has Marxist beliefs.,FALSE,
barely-true,"The financial services regulatory bill ""will end taxpayer bailouts.""",TRUE,
FALSE,Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.,FALSE,
mostly-true,"Recovery.gov listed congressional districts that ""do not exist.""",TRUE,
half-true,"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.",TRUE,
barely-true,"The president has said the national security threat facing America, the top one, is global warming.",TRUE,
half-true,"After merging with Tim Hortons of Canada, Burger King is not moving. Our headquarters will remain in Miami and (we) will continue to pay all of our federal, state and local U.S. taxes.",TRUE,
mostly-true,The economy is too weak to raise income levels.,TRUE,
TRUE,"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",TRUE,
TRUE,Says Dick Cheney supported gay marriage soonerthan Hillary Clinton.,TRUE,
barely-true,"After the 9/11 terrorist attacks grounded commercial air traffic, there was a temperature drop while the airplanes werent flying, for the week afterwards.",TRUE,
barely-true,A state reports projection is that approximately half of public employees would live outside municipal boundaries in a decade if the state bans local residency requirements.,TRUE,
TRUE,The annual gross domestic product of metro Atlanta is bigger than 28 states in the union.,TRUE,
half-true,"Per-student K-12 state funding for Portland Public Schools has dipped from $6,036 in the 2007-2008 school year to $5,644 in the 2010-2011 school year",TRUE,
mostly-true,Says Russ Feingolds campaign is powered by small-dollar contributions like ours.,TRUE,
half-true,"Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe, legal abortion even in cases of rape, incest or when a womans life is at risk.",TRUE,
TRUE,"In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.",TRUE,
mostly-true,"In 1978, a student who worked a minimum-wage summer job could afford to pay a years full tuition at the 4-year public university of their choice.",TRUE,
FALSE,Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,FALSE,
half-true,"In Wisconsin, 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans.",TRUE,
mostly-true,"Says Rick Perry told students he couldnt attend a gubernatorial forum due to scheduling conflicts, then on forum day tweeted that hed just been running with his dog.",TRUE,
half-true,"Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980.",TRUE,
half-true,"In 1928 school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.",TRUE,
FALSE,"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.",FALSE,
FALSE,On same-sex marriage,FALSE,
mostly-true,"Ohios judges, compared to other similar states, are being woefully underpaid.",TRUE,
pants-fire,Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.,FALSE,
barely-true,"Compared to President Obama,President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.",TRUE,
barely-true,Americans increasingly want (the Affordable Care Act) to be repealed.,TRUE,
mostly-true,I supported tort reform with regard to securities...product liability...interstate commerce.,TRUE,
FALSE,"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",FALSE,
FALSE,Says the vaccine to prevent HPV can cause mental retardation.,FALSE,
TRUE,"A far different picture from the prior eight years, which saw 115 increases in taxes and fees.",TRUE,
half-true,Mexico receives approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens.,TRUE,
TRUE,Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,TRUE,
TRUE,"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.",TRUE,
FALSE,Barack Obama opposed a bill that would have saved Gianna Jessen's life.,FALSE,
barely-true,"In 2001, former Federal Reserve chairman Alan Greenspan ""justified increasing spending and cutting taxes, saying that we didn't really need to pay down the debt.""",TRUE,
half-true,DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation.,TRUE,
pants-fire,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,FALSE,
barely-true,Says Glenn Nye voted in lock step with Nancy Pelosi 83 percentof the time.,TRUE,
FALSE,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,FALSE,
TRUE,"Says his elections proposal would allow a potential of 168 hours (of early voting), which I think is the most weve ever had.",TRUE,
TRUE,Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,TRUE,
half-true,"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had no increase.",TRUE,
half-true,"Sen. Obama ""made the very argument he is now criticizing back in November 2006.""",TRUE,
FALSE,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,FALSE,
TRUE,Says half the Americans dont pay any income taxes.,TRUE,
mostly-true,"In Africa, a child dies every minute because of (malaria).",TRUE,
FALSE,Hate speech is excluded from protection under the First Amendment.,FALSE,
FALSE,The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,FALSE,
half-true,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",TRUE,
pants-fire,"Obama spent $7 billion to bring electricity to Africa, failed miserably.",FALSE,
FALSE,More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,FALSE,
pants-fire,You must list all your guns on your 2010 tax return.,FALSE,
barely-true,"The Rev. Rick Warren ""has called Christians who advance a social gospel Marxists.""",TRUE,
mostly-true,Women in Florida make 83 cents for every dollar a man makes.,TRUE,
mostly-true,The Common Core was not put together by the Department of Education in Washington. It was put together by governors and by states.,TRUE,
mostly-true,"Says Jeb Bush doesnt believe in a path to citizenship. If he did at one time, he no longer does.",TRUE,
half-true,"The Medicare drug program resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right.",TRUE,
half-true,"Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.",TRUE,
TRUE,"Re: (Marco) Rubios support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.",TRUE,
half-true,Rick Santorum reformed welfare.,TRUE,
mostly-true,"The Seminole gambling compact offers $3 billion in guaranteed revenue, the largest share for any state in history.",TRUE,
FALSE,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",FALSE,
mostly-true,President Obama said 22 times he could not authorize immigration reform by executive order.,TRUE,
half-true,Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.,TRUE,
mostly-true,"#Business formation is still on the rise in Ohio! So far in 2011 weve assisted w/ 44,443 new business filings.",TRUE,
TRUE,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",TRUE,
mostly-true,"In 2008 (Mandel) was re-elected to a second term, representing a district with a 2:1 Democrat to Republican voter ratio.",TRUE,
mostly-true,"Obama ""hasn't been to Iraq in years.""",TRUE,
pants-fire,"An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.",FALSE,
half-true,"Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline, all of which have said it would have a minimum impact on the environment.",TRUE,
half-true,"Every time we put a ballot issue on, it costs a million dollars.",TRUE,
barely-true,Its a plan that incorporates ideas from many of the people in this room tonight Democrats and Republicans.,TRUE,
FALSE,Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,FALSE,
half-true,"Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies, local tax increases, layoffs.",TRUE,
TRUE,One out of every three automobile fatalities can be attributed to alcohol.,TRUE,
barely-true,The clear majority of Republican voters think that any deficit reduction package should have a balanced approach and should include some revenues.,TRUE,
mostly-true,Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991.,TRUE,
TRUE,A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,TRUE,
barely-true,"In Texas public schools, we spend an average of $12,000 per pupil per year.",TRUE,
half-true,A new Republican litmus test would have resulted in (the GOP) kicking out Ronald Reagan.,TRUE,
FALSE,"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.",FALSE,
TRUE,Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.,TRUE,
half-true,"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohios working and middle class families will pay more.",TRUE,
half-true,The Treaty of Tripoli signed by President John Adams was his outreach to Muslims.,TRUE,
barely-true,The average age of planes in the Qatar Airways fleet is about four years while Delta Air Lines flies planes that are 35 years old.,TRUE,
mostly-true,We put a lid on Irans nuclear program without firing a single shot.,TRUE,
barely-true,"Says Syrian refugees are not being vetted, and the FBI is not even being told where they are.",TRUE,
mostly-true,U.S. Embassy Celebrates Americas Independence on June 4th in Order to Accommodate Muslims.,TRUE,
TRUE,The murder rate in Atlanta is on the rise this year.,TRUE,
half-true,"More than 40,000 troops are still stationed in Afghanistan with no clear objective. Even in the best case, by the end of the year at least 10,000 American soldiers will still be on the ground.",TRUE,
barely-true,Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,TRUE,
mostly-true,Even today part of Romneys fortune is invested in China.,TRUE,
barely-true,"On (Tom) Wolfs watch, taxes were high, killing 100,000 PA jobs.",TRUE,
mostly-true,The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month.,TRUE,
FALSE,George Allencast the deciding votefor the 2003Bushtax cuts.,FALSE,
TRUE,As governor of Florida I defunded Planned Parenthood.,TRUE,
FALSE,"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.",FALSE,
mostly-true,Texas has the nations highest rate and highest number of uninsured.,TRUE,
mostly-true,"Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation, the states all-funds budget would be about $27 billion today, not $60 billion.",TRUE,
pants-fire,"McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling.",FALSE,
FALSE,"Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida.",FALSE,
barely-true,Says there are more federal dollars in Gov. John Kasichs budget plan than in the previous state budget.,TRUE,
FALSE,This Congressadjourned earliest of any time in congressional history before an election.,FALSE,
FALSE,Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,FALSE,
barely-true,"Challenger Tim Tuggey is a lobbyist who donated over $41,000 to Democrats who support abortion and same-sex marriage.",TRUE,
FALSE,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,FALSE,
barely-true,"In contrast to President Barack Obama, who is not acting presidential, President Ronald Reagan would never go into the Oval Office without his jacket on thats how much he revered the presidency.",TRUE,
barely-true,The sequester is not something that Ive proposed. It is something that Congress has proposed.,TRUE,
mostly-true,"Over 32,000 people die from #GunViolence every year. Yet, (The U.S. Centers for Disease Control and Prevention) is banned from researching ways to prevent this.",TRUE,
barely-true,President Obamas education solution includes an effort to nationalize curriculum.,TRUE,
pants-fire,The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.,FALSE,
TRUE,Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,TRUE,
mostly-true,Says David Dewhurst skipped nine candidate forums after announcing his U.S. Senate candidacy.,TRUE,
mostly-true,"The American people say, dont touch Social Security, dont touch Medicare, dont cut defense. Thats 84 percent of the federal budget.",TRUE,
TRUE,"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.",TRUE,
half-true,Many of the great scholars say that anchor babies are not covered by the 14th Amendment.,TRUE,
FALSE,On the Trans-Pacific Partnership.,FALSE,
FALSE,"Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.",FALSE,
mostly-true,Texans spend $2.5 billion gambling in our neighboring states every year.,TRUE,
mostly-true,Texas has outstripped the national poverty rate since at least 1959.,TRUE,
TRUE,Weve had Muslims in America since George Washington.,TRUE,
FALSE,Says Bernie Sanders opposes requiring all children to have a K-12 education.,FALSE,
FALSE,"As Alaskas attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.",FALSE,
barely-true,To abide by Environmental Protection Agency rules when mining or drilling you have to take caution not to disturb bodies of water barely bigger than a puddle.,TRUE,
FALSE,"Says his political opponents brought 100,000 protesters into our state.",FALSE,
half-true,"Rural schools ""face the highest dropout rates, the lowest college enrollment rates, have the lowest average teacher salaries...""",TRUE,
barely-true,How do Jeb Bush and Donald Trump differ on immigration? Spoiler alert: They dont.,TRUE,
barely-true,The White House promised us that all the spending would keep unemployment under 8 percent.,TRUE,
half-true,Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.,TRUE,
mostly-true,Alaska Sens. Lisa Murkowski and Mark Begich vote as much as 80 percent of the time together.,TRUE,
FALSE,"Texas #2 in nation for new gun purchases, behind California.",FALSE,
TRUE,Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.,TRUE,
FALSE,The president gave the (auto) companies to the UAW.,FALSE,
mostly-true,The richest 80 people in the world own more wealth than the bottom half of the global population.,TRUE,
pants-fire,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",FALSE,
barely-true,Earth has not warmed for the last 17 years.,TRUE,
mostly-true,Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,TRUE,
barely-true,Even the employees union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.,TRUE,
half-true,"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.",TRUE,
half-true,21-million Americans could have a four-year college scholarship for the money we've squandered in Iraq. 7.6-million teachers could have been hired last year if we weren't squandering this money.,TRUE,
half-true,"Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.",TRUE,
mostly-true,Federal law requires residents to participate in the U.S. governments American Community Survey.,TRUE,
barely-true,I deployed the Texas National Guard to the Texas-Mexico border. And the policy worked; apprehensions at the border declined 74 percent.,TRUE,
TRUE,"Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.",TRUE,
TRUE,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",TRUE,
half-true,"After a federal inquiry corroborated Hillary Clinton on Whitewater, the next day, there was nothing in the media about it.",TRUE,
mostly-true,The Democratic Party is the oldest continuous political party in the world.,TRUE,
TRUE,"The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.",TRUE,
FALSE,"Under the health care law, everybody will have lower rates, better quality care and better access.",FALSE,
